SMILES,Binding Affinity,QED,LogP,SA Score,Shannon Entropy,Scaffold uniqueness,QuickVina Random Seed,QED Scaled,LogP Scaled,SA Score Scaled,Affinity Scaled,Final Reward
Clc1cccc(-c2cnnn2-c2ccccc2)c1,0.0,0.7006610372621621,3.5877000000000017,1.9547147003025103,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
CCOC(=O)C(C)(Cc1cccs1)N(C(=O)NC(=O)c1c(F)cccc1F)c1ccccc1,0.0,0.49410670463116446,4.947200000000004,3.233105654779016,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
CC(=O)Nc1cccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(C4CCN(Cc5ccccc5)CC4)CC(=O)N32)c1,0.0,0.3763278404185913,4.475800000000004,3.3942529720702703,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
C=CCSc1nc2c(cc1C(=O)Nc1cccc(OC)c1)CCCC2,0.0,0.6128953629320194,4.499400000000003,2.4161108515612586,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
c1ccc2c(c1)[nH]c1c(N3CCOCC3)ncnc12,0.0,0.7208234034722856,1.9476999999999998,2.212321818018445,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
O=C(S)C1C2COc3ccccc3CN2CC1S(=O)(=O)c1cc2ccccc2o1,0.0,0.645451550653239,2.924500000000001,4.077411193109711,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
O=C(NC1CCCCC1)c1csnn1,0.0,0.8080340250350906,1.6006,2.2799856513581798,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
Cc1cc(CNC(=S)N2CCCC2c2ccccc2)ccn1,0.0,0.8767585636846886,3.6016200000000023,2.6170600819522694,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
COCCN(C(=O)CCc1ccccc1)c1nc2ccccc2s1,0.0,0.6547887775292934,3.9085000000000036,1.9862108259680404,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
CC1(C)C(O)CCC2(C)C3CCC4(C)C(C)(CCC4(NC(=S)NC4CCCC4)C(N)=O)C3=CCC12,0.0,0.3240682492223713,4.967100000000004,4.862612217855096,6.348070973124968,0.9795918367346939,0.0,0,0,0,0,9.060836689191
